PLA_TYPE;Date;Country;PLA_ID
Curtiss C-46T                           ;05/15/1967;Northwest Territories Canada;970
Curtiss C-47                            ;12/25/1946;Jiangsu;971
Curtiss Carrier Pigeon                  ;02/12/1926;Ohio;972
Curtiss Condor 18                       ;01/14/1933;New Jersey;973
Curtiss Condor T-32                     ;06/09/1934;New York;974
Curtiss JN-4H                           ;04/11/1920;New Jersey;975
Curtiss R-4LM                           ;10/14/1919;Maryland;976
Curtiss seaplane                        ;08/06/1913;British Columbia;977
Curtiss Wright C-46                     ;09/20/1946;China;978
Curtiss Wright C-46F                    ;12/16/1951;New Jersey;979
Curtiss-Wright C-14 Osprey              ;05/08/1939;Ecuador;980
Curtiss-Wright C-46                     ;02/09/1953;Egypt;981
Curtiss-Wright C-46A-CK                 ;10/30/1945;China;982
Curtiss-Wright C-46D-CU                 ;05/06/1945;England;983
Curtiss-Wright C-46F-CU                 ;10/16/1945;China;984
Curtiss-Wright C46D-CU                  ;02/01/1954;Japan;985
Curtiss-Wright R5C-1                    ;12/10/1946;Washington;986
Dassault Breguet Atlantique             ;05/18/1986;Djibouti;987
Dassault Falcon 20                      ;06/29/1989;Georgia;988
Dassault Falcon 20C                     ;08/05/2001;Iceland;989
Dassault Falcon 20E                     ;01/20/1995;France;990
Dassault Falcon 50                      ;04/06/1994;Rwanda;991
Dassault Falcon 900B                    ;09/14/1999;Romania;992
Dassault-Breguet Atlantique             ;03/10/1981;Comoro Islands;993
DC-2-243                                ;11/27/1951;Mexico;994
DC-3-65TP                               ;08/24/1998;South Africa;995
DC3(C47)                                ;01/09/1966;Cundinamarca;996
de Hav Can. DHC-6 Tw Otter 100/ Cessna  ;01/09/1975;California;997
de Havilland  Canada  DHC-5D Buffalo    ;04/27/1993;Gambia;998
de Havilland 104-6A                     ;07/11/1966;Colorado;999
de Havilland 106A                       ;07/15/1965;Virgin Islands;1000
de Havilland 110                        ;09/06/1952;England;1001
de havilland 89 Dragon Rapide           ;10/02/1934;;1002
de Havilland 89A Dragon Rapide          ;09/27/1946;Stirlingshire;1003
de Havilland Can. DHC-6 -300/ Bell 206B ;06/18/1986;Arizona;1004
de Havilland Canada C-7A Caribou        ;11/30/1967;South Vietnam;1005
de Havilland Canada CV-2B Caribou       ;10/04/1966;Vietnam;1006
de Havilland Canada DH-3T Otter         ;08/09/2010;Alaska;1007
de Havilland Canada DHC 3T Turbine Otter;09/15/2015;Alaska;1008
de Havilland Canada DHC-2 Beaver        ;08/16/2007;Alaska;1009
de Havilland Canada DHC-2 Beaver MK- 1  ;11/29/2009;BC;1010
de Havilland Canada DHC-2 Mark I Beaver ;05/17/2008;Washington;1011
de Havilland Canada DHC-3 Otter         ;12/11/1957;Philippines;1012
de Havilland Canada DHC-3 Turbo Otter   ;08/18/1996;British Columbia;1013
de Havilland Canada DHC-3T              ;07/07/2013;Alaksa;1014
de Havilland Canada DHC-4 Caribou       ;08/28/1972;New Guinea;1015
de Havilland Canada DHC-4A              ;05/24/1999;Malaysia;1016
de Havilland Canada DHC-4A Caribou      ;05/25/1979;Alaska;1017
de Havilland Canada DHC-4T Caribou      ;08/27/1992;Manitoba;1018
de Havilland Canada DHC-5 Buffalo       ;12/22/1979;Peru;1019
de Havilland Canada DHC-5D Buffalo      ;05/27/1979;Senegal;1020
de Havilland Canada DHC-6 Twin Otter    ;05/27/1972;Germany;1021
de Havilland Canada DHC-6 Twin Otter 100;03/11/1967;Italy;1022
de Havilland Canada DHC-6 Twin Otter 200;11/23/1968;California;1023
de Havilland Canada DHC-6 Twin Otter 300;12/21/1972;Netherlands Antilles;1024
de Havilland Canada DHC-6 Twin Otter 310;11/29/1982;Colombia;1025
de Havilland Canada DHC-6-300 Twin Otter;08/22/2002;Nepal;1026
De Havilland Canada DHC-6-300 Twin Otter;09/22/2011;Northwest Territories;1027
de Havilland Canada DHC-7-102           ;05/06/1988;Norway;1028
de Havilland Canada DHC-7-103           ;05/09/1982;Yemen;1029
de Havilland Canada DHC-8-102           ;06/09/1995;New Zealand;1030
de Havilland Canada DHC-8-103           ;11/21/1990;Thailand;1031
de Havilland Canada DHC-8-301           ;01/06/1993;France;1032
de Havilland Canada DHC-8-402Q Dash 8   ;03/12/2018;Nepal;1033
de havilland Canada Twin Otter 200      ;09/03/1978;BC;1034
de Havilland Canada U-1A Otter          ;01/10/1960;;1035
de Havilland Comet 4                    ;11/23/1961;Brazil;1036
de Havilland Comet 4B                   ;12/21/1961;Turkey;1037
de Havilland Comet 4C                   ;07/19/1962;Thailand;1038
De Havilland D-84                       ;08/28/1939;India;1039
de Havilland Dash-2 Beaver              ;08/04/1998;British Columbia;1040
de Havilland Dash-2 float plane         ;09/09/1998;Alaska;1041
De Havilland Dash-3                     ;09/27/1995;British Columbia;1042
de Havilland DCH-4T Caribou             ;10/31/2015;Indonesia;1043
de Havilland DH-104 / Piper PA-28       ;05/01/1967;New York;1044
De Havilland DH-104 Dove                ;07/25/1969;Hawaii;1045
de Havilland DH-106 Comet 4             ;08/27/1959;Paraguay;1046
de Havilland DH-114 Heron               ;09/28/1957;Scotland;1047
de Havilland DH-114 Heron 1B            ;03/27/1953;Brazil;1048
de Havilland DH-114 Heron 2             ;10/14/1960;Italy;1049
de Havilland DH-114 Heron 2B            ;11/07/1956;Norway;1050
de Havilland DH-114 Heron 2D            ;11/15/1957;Spain;1051
de Havilland DH-18 / Farman F-60 Goliath;04/07/1922;France;1052
de Havilland DH-34                      ;09/14/1923;Buckinghamshire;1053
de Havilland DH-34B                     ;12/24/1924;England;1054
De Havilland DH-4                       ;12/16/1918;New Jersey;1055
de Havilland DH-4                       ;12/11/1919;Surrey;1056
De Havilland DH-4                       ;03/10/1920;Indiana;1057
De Havilland DH-4 De Havilland DH-4     ;05/17/1921;Wyoming;1058
de Havilland DH-50A                     ;10/03/1934;Australia;1059
De Havilland DH-60                      ;12/26/1932;Australia;1060
De Havilland DH-60 Moth                 ;05/16/1936;Australia;1061
De Havilland DH-61                      ;11/02/1934;Australia;1062
de Havilland DH-66 Hercules             ;09/06/1929;Iran;1063
De Havilland DH-80                      ;09/18/1932;Australia;1064
De Havilland DH-84                      ;08/29/1938;Australia;1065
de Havilland DH-84 Dragon               ;07/23/1935;United Kingdom;1066
De Havilland DH-85                      ;06/08/1938;Tanzania;1067
de Havilland DH-86                      ;10/19/1934;Australia;1068
De Havilland DH-86                      ;08/12/1936;Germany;1069
de Havilland DH-86                      ;11/04/1938;Jersey;1070
de Havilland DH-86A                     ;06/24/1945;Australia;1071
de Havilland DH-89 Dragon Rapide        ;07/16/1960;Denmark;1072
de Havilland DH-89A Dragon Rapide       ;06/10/1948;;1073
de Havilland DH-9                       ;10/02/1922;Italy;1074
de Havilland DH-9C                      ;03/24/1927;Qld;1075
de Havilland DH.104 Dove                ;02/26/1955;Argentina;1076
De Havilland DH.4                       ;10/30/1919;New Jersey;1077
de Havilland DH.50J                     ;09/04/1928;Australia;1078
De Havilland DH.80                      ;11/13/1931;South Africa;1079
de Havilland DH.80 Puss Moth            ;10/13/1930;Australia;1080
de Havilland DH.89 Dragon Rapide        ;06/20/1939;;1081
de Havilland DH106 Comet 1              ;05/02/1953;West Bengal;1082
de Havilland DH106 Comet 1A             ;03/03/1953;Pakistan;1083
de Havilland DH114 Heron 2E             ;10/23/1975;Queensland;1084
de Havilland DHA-3 Drover II            ;07/16/1951;New Guinea;1085
de Havilland DHC -6-100                 ;02/21/1982;Rhode Island;1086
de Havilland DHC-2                      ;09/13/1978;AK;1087
de Havilland DHC-2 Mk 1 Beaver          ;10/08/2001;Quebec;1088
de Havilland DHC-2 MK.1 Beaver          ;07/24/2007;Alaska;1089
de Havilland DHC-3 Otter                ;12/16/2003;Ontario;1090
de Havilland DHC-3T Vazar TurbineOtter  ;06/25/2015;Alaska;1091
de Havilland DHC-5 Buffalo              ;09/17/1980;Zaire;1092
de Havilland DHC-6                      ;03/13/1969;Alaska;1093
de Havilland DHC-6 Twim Otter 100       ;07/08/2007;British Columbia;1094
de Havilland DHC-6 Twin Otter 300       ;08/07/1989;Ethiopia;1095
de Havilland DHC-6 Twin Otter 400       ;02/24/2016;Nepal;1096
de Havilland DHC-6 Twin Otter           ;10/02/2015;Indonesia;1097
de Havilland DHC-6-200                  ;05/30/1979;Maine;1098
De Havilland Dove                       ;01/28/1970;Ohio;1099
de Havilland Dove 1                     ;05/13/1948;France;1100
de Havilland Dragon 1                   ;03/15/1935;Egypt;1101
de Hvilland 89A Dragon Rapide           ;04/01/1946;Northern Ireland;1102
deHavilland DH-86                       ;02/20/1942;Brisbane;1103
Desoutter II                            ;02/08/1931;New Zealand;1104
Dewoitine D-332                         ;01/15/1934;France;1105
Dewoitine D-333                         ;10/26/1937;;1106
Dewoitine D-338                         ;03/23/1938;France;1107
Dewoitine D-342                         ;09/27/1942;Algeria;1108
DHC-5 Buffalo                           ;02/17/1990;Zambia;1109
DHC-6 Twin Otter 300 / NAMC YS-11       ;12/09/1993;Senegal;1110
Dirigible                               ;07/12/1912;New Jersey;1111
Dirigible Roma (airship)                ;02/21/1922;Virginia;1112
Dirigible ZR-1 Shenandoah (airship)     ;09/03/1925;Ohio;1113
Domier Delphin III (flying boat)        ;06/29/1929;Bavaria;1114
Dormier Do-J-Iif Bos Wal flying boat    ;02/15/1936;;1115
Dornier 228                             ;09/17/2006;Nigeria;1116
Dornier 228-101                         ;08/24/2010;Nepal;1117
Dornier 228-201                         ;02/28/1993;Taiwan;1118
Dornier 228-202                         ;09/28/2012;Nepal;1119
Dornier 228-212                         ;04/05/1996;Taiwan;1120
Dornier 328-110                         ;02/25/1999;Italy;1121
Dornier Do-228-101                      ;07/31/1993;Nepal;1122
Dornier Do-228-212                      ;04/19/1991;French Polynesia;1123
Dornier DO-228-212                      ;08/10/1997;Taiwan;1124
Dornier Do-288-201                      ;09/23/1989;India;1125
Dornier DO.18 (float plane)             ;10/01/1938;Gambia;1126
Dornier Merkur                          ;09/23/1927;Germany;1127
Dornier Wal                             ;12/03/1928;;1128
Doublas C-47                            ;03/05/1947;USSR;1129
Doublas Dc-3                            ;04/10/1953;Brazil;1130
Douglas A-26B Invader                   ;07/11/1944;Maine;1131
Douglas C- C47A-30DK                    ;01/26/1947;Denmark;1132
Douglas C-118A                          ;07/13/1956;New Jersey;1133
Douglas C-118A / Lockheed P2V-5F        ;02/01/1958;California;1134
Douglas C-118A Liftmaster               ;01/26/1961;Newfoundland;1135
Douglas C-124A Globemaster              ;03/23/1951;;1136
Douglas C-124A Globemaster II           ;06/18/1953;Tokyo;1137
Douglas C-124A-DL                       ;05/24/1961;Washington;1138
Douglas C-124C                          ;02/22/1957;South Korea;1139
Douglas C-124C / Fairchild C-119C       ;03/27/1958;Texas;1140
Douglas C-124C Globemaster              ;09/02/1958;;1141
Douglas C-133A                          ;09/22/1963;Deleware;1142
Douglas C-39-DO  (DC-2)                 ;10/01/1942;Puerto Rico;1143
Douglas C-46A-CU ( DC-3)                ;10/19/1953;Mexico;1144
Douglas C-47                            ;10/01/1942;China;1145
Douglas C-47 (DC-3)                     ;04/15/1950;Colombia;1146
Douglas C-47 / Douglas DC-3             ;01/25/1947;Surrey;1147
Douglas C-47 Dakota                     ;02/06/1945;England;1148
Douglas C-47 Dakota-DK                  ;11/15/1945;;1149
Douglas C-47 Skytrain (DC-3)            ;06/08/1943; New Caledonia;1150
Douglas C-47-A-75-DL Skytrain           ;03/17/1957;Philippines;1151
Douglas C-47-DK                         ;12/11/1947;Tennessee;1152
Douglas C-47-DL                         ;03/27/1943;Queensland;1153
Douglas C-47-DL (DC-3)                  ;05/24/1956;Guatemala;1154
Douglas C-47A                           ;06/06/1944;France;1155
Douglas C-47A (DC-3)                    ;09/06/1961;SC;1156
Douglas C-47A Dakota                    ;09/15/1946;Saskatchewan;1157
Douglas C-47A-1                         ;04/22/1962;Colombia;1158
Douglas C-47A-1-DK                      ;01/11/1947;England;1159
Douglas C-47A-10-DK                     ;08/07/1946;Norway;1160
Douglas C-47A-15-DK                     ;02/27/1950;Czechoslovakia;1161
Douglas C-47A-20-DL                     ;07/02/1949;Australia;1162
Douglas C-47A-25                        ;10/20/1968;Brazil;1163
Douglas C-47A-25-DK                     ;08/22/1964;Bolivia;1164
Douglas C-47A-30                        ;11/15/1974;Philippines;1165
Douglas C-47A-30-DK                     ;04/30/1954;India;1166
Douglas C-47A-30-DK (DC-3C)             ;01/23/2001;Alaska;1167
Douglas C-47A-30-DK Dakota III          ;09/15/1951;India;1168
Douglas C-47A-35-DL                     ;03/10/1952;Philippines;1169
Douglas C-47A-5-DK                      ;04/28/1981;Indonesia;1170
Douglas C-47A-50-DL                     ;01/24/1950;Madagascar;1171
Douglas C-47A-60-DL                     ;12/19/1943;Australia;1172
Douglas C-47A-75-DL Dakota 3            ;03/27/1951;England;1173
Douglas C-47A-80-DL                     ;12/24/1966;Colombia;1174
Douglas C-47A-90 (DC-3)                 ;07/16/1957;Taiwan (Formosa);1175
Douglas C-47A-90 DL (DC-3)              ;11/14/1946;Netherlands;1176
Douglas C-47A-90-DL                     ;09/18/1944;;1177
Douglas C-47A-DK                        ;07/27/1944;Scotland;1178
Douglas C-47A-DL                        ;06/07/1943;North Carolina;1179
Douglas C-47B                           ;10/20/1945;Atlantic Ocean;1180
Douglas C-47B-15-DK                     ;02/03/1953;Vietnam;1181
Douglas C-47B-25-DK                     ;09/25/1946;;1182
Douglas C-47B-40-DK                     ;10/19/1990;Bolivia;1183
Douglas C-47B-5-DK                      ;09/18/1945;Papua New Guinea;1184
Douglas C-47B-DK                        ;05/13/1945;New Guinea;1185
Douglas C-47B-dK                        ;05/30/1945;Ivory Coast;1186
Douglas C-47B-DK                        ;09/15/1945;Missouri;1187
Douglas C-47D                           ;07/27/1950;Japan;1188
Douglas C-47DL                          ;05/02/1950;Ecuador;1189
Douglas C-47J                           ;03/10/1967;South Vietnam;1190
Douglas C-48                            ;11/13/1945;Philippines;1191
Douglas C-49E                           ;07/01/1942;West Virginia;1192
Douglas C-53                            ;03/11/1943;China;1193
Douglas C-53-DO (DC-3A)                 ;11/27/1965;Utah;1194
Douglas C-53D-DO                        ;09/20/1943;North Carolina;1195
Douglas C-53D-DO (DC-3)                 ;11/13/1946;California;1196
Douglas C-54                            ;11/11/1945;;1197
Douglas C-54 Skymaster                  ;01/15/1949;Egypt;1198
Douglas C-54-DO (DC-4)                  ;06/01/1946;Italy;1199
Douglas C-54A                           ;01/15/1943;Dutch Guyana;1200
Douglas C-54A-1-DO                      ;09/27/1949;Argentina;1201
Douglas C-54A-1-DO Skymaster            ;02/04/1949;Libya;1202
Douglas C-54A-10-DC                     ;11/15/1956;Nicaragua;1203
Douglas C-54A-5-DC                      ;02/07/1953;France;1204
Douglas C-54A-DC                        ;10/28/1960;Montana;1205
Douglas C-54A-DC (DC-4)                 ;08/28/1944;Scotland;1206
Douglas C-54A-DO                        ;12/30/1949;Pakistan;1207
Douglas C-54A-DO (DC-4)                 ;07/26/1944;;1208
Douglas C-54B                           ;05/29/1947;Queens;1209
Douglas C-54B / P-38                    ;11/01/1949;Virginia;1210
Douglas C-54B-1-DC                      ;11/13/1950;France;1211
Douglas C-54B-10-DO                     ;01/07/1953;Washington;1212
Douglas C-54B-15-DO                     ;02/06/1947;Spain;1213
Douglas C-54B-5-DO                      ;12/21/1948;Hong Kong;1214
Douglas C-54D                           ;04/21/1950;Japan;1215
Douglas C-54D-1-DC                      ;09/24/1972;South Vietnam;1216
Douglas C-54D-DC (DC-4)                 ;06/09/1946;Panama;1217
Douglas C-54E                           ;08/09/1976;Spain 	 Moron AFB;1218
Douglas C-54E-5-DO                      ;10/03/1946;Newfoundland;1219
Douglas C-54E-DO (DC-4)                 ;05/05/1945;New Guinea;1220
Douglas C-54G                           ;11/03/1945;India;1221
Douglas C-54G (DC-4)                    ;11/28/1952;Washington;1222
Douglas C-54P                           ;01/10/1968;Nevada;1223
Douglas C-74                            ;10/09/1963;France;1224
Douglas C124-DL Globemaster II          ;11/20/1955;Japan;1225
Douglas C188-B                          ;10/10/1956;England;1226
Douglas C47                             ;01/01/1955;Alaska;1227
Douglas C47-TP                          ;12/05/2012;South Africa;1228
Douglas C54A                            ;10/02/1955;Peru;1229
Douglas C54E-DO (DC-4)                  ;12/19/1950;Philippines;1230
Douglas DC 3-A-SB-3-G-14                ;11/29/1938;California;1231
Douglas DC-2                            ;07/20/1935;Switzerland;1232
Douglas DC-2-112                        ;05/06/1935;Missouri;1233
Douglas DC-2-115A                       ;12/20/1934;Syria;1234
Douglas DC-2-115B                       ;01/07/1939;France;1235
Douglas DC-2-115E                       ;12/09/1936;England;1236
Douglas DC-2-115H                       ;08/09/1940;Germany;1237
Douglas DC-2-115L                       ;07/28/1937;Belgium;1238
Douglas DC-2-120                        ;01/14/1936;Arkansas;1239
Douglas DC-2-172                        ;12/28/1947;Mexico;1240
Douglas DC-2-221                        ;03/14/1942;China;1241
Douglas DC-2-243                        ;08/11/1945;Mexico;1242
Douglas DC-3                            ;10/06/1937;Netherlands Indies;1243
Douglas DC-3 ( C-47-DO)                 ;01/22/1947;Colombia;1244
Douglas DC-3 ( C-53D-DO)                ;12/24/1946;California;1245
Douglas DC-3 (C-47)                     ;12/27/1947;India;1246
Douglas DC-3 (C-47-A5-DL)               ;09/05/1946;Nevada;1247
Douglas DC-3 (C-47-B-1-DK)              ;12/14/1946;Philippines;1248
Douglas DC-3 (C-47-DL)                  ;12/23/1948;Spain;1249
Douglas DC-3 (C-47A-30-DK)              ;04/26/1990;Philippines;1250
Douglas DC-3 (C-47A-70-DL)              ;02/09/1982;Philippines;1251
Douglas DC-3 (C-47A-90-DL)              ;11/26/1946;Costa Rica;1252
Douglas DC-3 (C-47A-DK)                 ;08/16/1972;Burma;1253
Douglas DC-3 (C-47A-DL)                 ;01/02/1949;Washington;1254
Douglas DC-3 (C-47B-DK)                 ;01/28/1948;California;1255
Douglas DC-3 (C-47DL)                   ;03/10/1946;Tasmania;1256
Douglas DC-3 (C-47DL) /Vultee BT-13     ;04/22/1947;Georgia;1257
Douglas DC-3 (C-50A-DO)                 ;12/28/1946;Indiana;1258
Douglas DC-3 (C-53-DO)                  ;09/28/1960;Mexico;1259
Douglas DC-3 (C-53D-DO)                 ;09/03/1946;Denmark;1260
Douglas DC-3 (C-54A-DO)                 ;08/15/1949;Ireland;1261
Douglas DC-3 (C47-DL)                   ;03/15/1948;Colombia;1262
Douglas DC-3 (Douglas C-47A-10-DK)      ;08/31/1948;Belgium Congo;1263
Douglas DC-3 -201D/ F-6-F- 5 Hellcat    ;07/30/1949;New Jersey;1264
Douglas DC-3 / Avro Anson               ;02/19/1949;Warks;1265
Douglas DC-3 / Cessna 170B              ;09/09/1956;Oklahoma;1266
Douglas DC-3 / Douglas DC-3             ;01/01/1966;Sumatra;1267
Douglas DC-3 / Lockheed B-34            ;10/23/1942;California;1268
Douglas DC-3 / Piper PA-18A             ;10/17/1965;Colombia;1269
Douglas DC-3 / USN R4-D6                ;02/25/1960;Brazil;1270
Douglas DC-3 Dakota                     ;01/19/1946;Alberta;1271
Douglas DC-3-178                        ;06/09/1950;Colombia;1272
Douglas DC-3-194H                       ;01/31/1946;Wyoming;1273
Douglas DC-3-201C /  Army A-26          ;07/12/1945;South Carolina;1274
Douglas DC-3-201E                       ;01/18/1946;Connecticut;1275
Douglas DC-3-201F                       ;01/13/1948;Maryland;1276
Douglas DC-3-227B                       ;03/03/1946;California;1277
Douglas DC-3-3                          ;01/23/1941;Missouri;1278
Douglas DC-3-313                        ;01/30/1975;Dominican Republic;1279
Douglas DC-3-313A                       ;12/12/1949;D.C.;1280
Douglas DC-3-3A                         ;04/10/1977;Colombia;1281
Douglas DC-3-455                        ;05/15/1948;South Africa;1282
Douglas DC-3-A-269                      ;05/12/1942;Montana;1283
Douglas DC-3-DST                        ;09/30/1970;Vietnam;1284
Douglas DC-3A                           ;02/09/1937;California;1285
Douglas DC-3A-178                       ;01/29/1986;Mexico;1286
Douglas DC-3A-197D                      ;06/12/1967;Mexico;1287
Douglas DC-3A-228D                      ;09/27/1946;Brazil;1288
Douglas DC-3C                           ;02/01/1947;Portugal;1289
Douglas DC-3C (C-47A-DK)                ;03/18/1999;Colombia;1290
Douglas DC-3C (C47A-DL)                 ;01/25/2001;Venezuela;1291
Douglas DC-3D                           ;01/06/1948;France;1292
Douglas DC-3DST                         ;12/28/1948;Puerto Rico;1293
Douglas DC-3F                           ;08/09/1947;Sweden;1294
Douglas DC-4                            ;10/08/1946;Wyoming;1295
Douglas DC-4  (C-54-10-DO)              ;03/20/1953;California;1296
Douglas DC-4 (C-54)                     ;12/18/1979;Colombia;1297
Douglas DC-4 (C-54-DO)                  ;06/13/1947;Virginia;1298
Douglas DC-4 (C-54A-DO)                 ;01/11/1947;China;1299
Douglas DC-4 (C-54G-1-DO)               ;03/12/1948;Alaska;1300
Douglas DC-4 / USAF F-4E                ;09/20/1969;Vietnam;1301
Douglas DC-4 /Beechcraft SMB-1          ;04/25/1951;Florida;1302
Douglas DC-4-1009                       ;09/18/1946;Newfoundland;1303
Douglas DC-47                           ;05/16/1947;Russia;1304
Douglas DC-4A                           ;10/26/1947;Alaska;1305
Douglas DC-5                            ;06/02/1940;California;1306
Douglas DC-6                            ;10/24/1947;Utah;1307
Douglas DC-6 / RAF York                 ;07/04/1948;Middlesex;1308
Douglas DC-6-54B                        ;01/15/1966;Colombia;1309
Douglas DC-6A                           ;07/12/1953;325 miles east of Wake Island;1310
Douglas DC-6AB                          ;09/19/1960;Guam;1311
Douglas DC-6B                           ;06/30/1951;near Ft. Collins;1312
Douglas DC-6BF                          ;02/16/1975;Alaska;1313
Douglas DC-7                            ;02/28/1963;Massachusetts;1314
Douglas DC-7 / F-100F                   ;04/21/1958;10 miles SW of Las Vegas;1315
Douglas DC-7 / Lockheed S Constellation ;06/30/1956;Arizona;1316
Douglas DC-7-C                          ;03/25/1958;Florida;1317
Douglas DC-7B                           ;11/16/1959;;1318
Douglas DC-7B / U.S. Air Force F-89J    ;01/31/1957;California;1319
Douglas DC-7BF                          ;09/12/1977;Alaska;1320
Douglas DC-7C                           ;05/18/1958;Morocco;1321
Douglas DC-7CF                          ;06/03/1963;116 miles WSW of Annette Island;1322
Douglas DC-8                            ;01/13/1977;Alaska;1323
Douglas DC-8-43F                        ;08/01/1980;Mexico;1324
Douglas DC-8-52                         ;07/04/1966;New Zealand;1325
Douglas DC-8-54F                        ;05/19/1967;Ontario;1326
Douglas DC-8-55F                        ;03/31/1988;Egypt;1327
Douglas DC-9-15F                        ;12/18/2003;Colombia;1328
Douglas DC-9-31 /Cessna 206             ;12/04/1971;North Carolina;1329
Douglas DC-C-54A                        ;12/08/1967;Peru;1330
Douglas DC3-G102                        ;10/15/1943;Tennessee;1331
Douglas DC6B                            ;03/09/1968;Reunion;1332
Douglas DC9-15F                         ;07/06/2008;Mexico;1333
Douglas DF-151                          ;08/10/1938;Japan;1334
Douglas DST-A-207A                      ;05/24/1938;Ohio;1335
Douglas EC-54U                          ;01/13/1984;Bolivia;1336
Douglas M-3                             ;12/02/1929;Ohio;1337
Douglas M-4                             ;04/22/1927;Indiana;1338
Douglas MC-54M                          ;11/17/1955;Nevada;1339
Douglas R4D-6                           ;02/13/1945;California;1340
Douglas R5D-3                           ;09/20/1950;Marshall Islands;1341
Douglas R5D2                            ;02/17/1956;California;1342
Douglas R6D-1 (C-118B)                  ;03/22/1955;Hawaii;1343
Douglas R6D-1 (DC-6)                    ;10/06/1978;Chile;1344
Douglas VC-47A                          ;02/15/1958;Italy;1345
EC-121H (Super Constellation)           ;07/11/1965;Massachusetts;1346
EMB 721C Sertanejo                      ;06/04/2003; Brazil;1347
Embraer 110 Bandeirante                 ;05/07/1994;Brazil;1348
Embraer 110 P1 Bandeirante              ;05/24/1995;England;1349
Embraer 110C Bandeirante                ;02/27/1975;Brazil;1350
Embraer 110EJ Band./Embraer 110P Band.  ;04/18/1984;Brazil;1351
Embraer 110P Bandeirante                ;01/31/1978;Brazil;1352
Embraer 110P1 Bandeirante               ;09/02/1981;Colombia;1353
Embraer 110P1A Bandeirante              ;01/31/1997;Nigeria;1354
Embraer 110P2 Bandeirante               ;02/06/1987;New Guinea;1355
Embraer 120 Brasilia                    ;12/21/1987;France;1356
Embraer 120-RT Brasilia                 ;08/21/1995;Georgia;1357
Embraer 120ER Brasilia                  ;08/30/2002;Brazil;1358
Embraer 120RT Brasilia                  ;09/19/1986;Brazil;1359
Embraer 120RT- Brasilia                 ;04/05/1991;Georgia;1360
Embraer 820C Navajo                     ;06/11/2003;Brazil;1361
Embraer C-95 Bandeirante                ;06/03/1977;Brazil;1362
Embraer C-95C Bandeirante               ;11/29/1991;Brazil;1363
Embraer EMB-110 Bandeirante             ;03/23/1993;Brazil;1364
Embraer EMB-110C Bandeirante            ;01/25/2010;Brazil;1365
Embraer EMB-110P1 Bandeirant            ;08/22/2007;Brazil;1366
Embraer EMB-120 Brasilia                ;01/14/2002;Spain;1367
Embraer EMB-120ER                       ;10/12/2017;Angola;1368
Embraer ERJ-190-100LR                   ;08/24/2010;China;1369
Embraer ERJ-190AR                       ;11/29/2013;Nambia;1370
Embraer-110 C-95B Bandeirante           ;12/26/2002;Brazil;1371
Embraer/Piper EMB-810C Seneca           ;04/21/2011;Brazil;1372
Enstrom F-28F                           ;10/22/1986;New York;1373
Eurocopter  AS332L2 Super Puma          ;02/26/2008;Rio de Janeiro ;1374
Eurocopter AS 332L2 Super Puma 2        ;04/01/2009;Scotland;1375
Eurocopter AS 350B2                     ;03/11/2018;New York;1376
Eurocopter AS-350-BA                    ;06/25/1998;Hawaii;1377
Eurocopter AS-350BA                     ;06/09/1999;Alaska;1378
Eurocopter AS-350BA / Piper PA-32R-300  ;08/08/2009;New York;1379
Eurocopter AS350-B2                     ;09/25/2009;South Carolina;1380
Eurocopter AS350B2                      ;08/26/2011;Missouri;1381
Eurocopter AS350D Astar                 ;05/24/2008;Catalina Island;1382
Eurocopter Deutschland BK117C1          ;12/03/2007;Alaska;1383
Eurocopter EC 130B4                     ;02/10/2018;Arizona;1384
Eurocopter EC-130 B4                    ;11/10/2011;Molokai;1385
Eurocopter EC135 T2                     ;11/29/2013;;1386
Eurocopter EC225LP Super Puma M2+       ;04/29/2016;Norway;1387
F-4C Phantom jet fighter                ;03/21/1987;California;1388
F-86 Sabrejet                           ;09/24/1972;California;1389
F-88 Sabre Jet                          ;01/13/1954;California;1390
Fairchild                               ;02/01/1932;Florida;1391
Fairchild 51                            ;05/27/1938;BC;1392
Fairchild 71                            ;09/17/1929;California;1393
Fairchild 71(amphibious)                ;02/12/1939;Alaska;1394
Fairchild C-110F                        ;03/19/1954;Maryland;1395
Fairchild C-119                         ;06/23/1963;West Germany;1396
Fairchild C-119C                        ;11/07/1952;Alaska;1397
Fairchild C-119C-15-FA Flying Boxcar    ;09/27/1951;;1398
Fairchild C-119C-23-FA Flying Boxcar    ;11/17/1952;Montana;1399
Fairchild C-119G                        ;07/19/1960;Zaire;1400
Fairchild C-119G / Fairchild C-119      ;12/12/1961;Belgium;1401
Fairchild C-123                         ;12/11/1964;South Vietnam;1402
Fairchild C-123 Provider                ;10/09/1958;Idaho;1403
Fairchild C-123B                        ;01/25/1966;South Vietnam;1404
Fairchild C-123C                        ;12/11/1965;South Vietnam;1405
Fairchild C-123K                        ;03/05/1968;South Vietnam;1406
Fairchild C-199G                        ;06/06/1983;Taiwan;1407
Fairchild C-82                          ;06/03/1951;Texas;1408
Fairchild C-82 Packet                   ;11/13/1951;France;1409
Fairchild C-82A                         ;10/30/1957;Mexico;1410
Fairchild C119G / Fairchild C119G       ;08/11/1955;West Germany;1411
Fairchild F-27                          ;02/25/1962;Margarita Island;1412
