PLA_TYPE;Date;Country;PLA_ID
Swearingen SA-227AC Metro III           ;08/25/1992;Arizona;2319
Swearingen SA-227BC Metro III           ;02/10/2011;Ireland;2320
Swearingen SA-227BC Metroliner III      ;09/06/2011;Bolivia;2321
Swearingen SA-26TC Metro II             ;04/23/1987;North Carolina;2322
Swearingen SA.226TC Metro I             ;10/11/2001;Canada;2323
Swearingen SA.226TC Metro II            ;01/30/1984;Indiana;2324
Swearingen SA.227AC Metro               ;01/19/1988;Colorado;2325
Swearingen SA.227AC Metro III           ;12/07/1982;Colorado;2326
Swearingen SA.227AT Merlin IVC          ;02/08/2001;Minnesota;2327
Swearingen SA227-AC                     ;02/19/1988;North Carolina;2328
Swearingen SA227-AC Metro II            ;11/10/2013;Ontario;2329
Swearingen SA227-AC Metro III           ;11/03/2013;Bolivia;2330
Swearingen SA227AC Metro III            ;05/05/2004;Colombia;2331
Swearingen SA227AC Metroliner III       ;04/09/2008;Australia;2332
Swearingen SA227AT Merlin IVC           ;11/29/2003;Washington;2333
Swearingen SA277-AT Expditer            ;10/24/2016;;2334
Tempest                                 ;11/16/1949;India;2335
Transall C-160                          ;02/09/1975;Crete;2336
Transall C-160D                         ;02/09/1974;Crete;2337
Transall C-160NG                        ;06/15/2001;Indonesia;2338
Transportes Aéreos Orientales           ;09/16/1965;Ecuador;2339
Travel Air 4000                         ;11/25/1928;Ohio;2340
Travel Air 6000                         ;09/14/1929;Ontario;2341
Travel Air A6000A                       ;01/27/1930;Missouri;2342
Travel Air B6000                        ;12/30/1929;Texas;2343
Tuolev 134AK                            ;03/17/2007;Russia;2344
Tupolev 134A-3                          ;08/24/2004;Russia;2345
Tupolev 154B-2                          ;08/24/2004;Russia;2346
Tupolev 154M                            ;03/15/2001;Saudi Arabia;2347
Tupolev A.N.T. 20bis                    ;12/12/1942;Russia;2348
Tupolev ANT-20 / I-5                    ;05/18/1935;Russia;2349
Tupolev ANT-6                           ;11/29/1941;Turkmenistan;2350
Tupolev ANT-9                           ;12/31/1934;;2351
Tupolev TU 154B-2                       ;01/18/1988;USSR;2352
Tupolev TU-104-A                        ;08/15/1958;Russia;2353
Tupolev TU-104A                         ;10/17/1958;Russia;2354
Tupolev Tu-104A                         ;10/21/1960;Russia;2355
Tupolev TU-104A                         ;06/30/1962;USSR;2356
Tupolev TU-104B                         ;07/10/1961;Ukraine;2357
Tupolev Tu-104B                         ;06/04/1962;Bulgaria;2358
Tupolev TU-104B                         ;10/25/1962;Russia;2359
Tupolev Tu-114                          ;02/16/1966;Russia;2360
Tupolev TU-114B                         ;12/02/1966;Russia;2361
Tupolev Tu-114D                         ;02/17/1966;Russia;2362
Tupolev Tu-124                          ;08/21/1963;Russia;2363
Tupolev TU-124                          ;11/10/1965;Russia;2364
Tupolev Tu-124                          ;09/02/1970;Ukraine;2365
Tupolev TU-124                          ;09/02/1970;Ukraine;2366
Tupolev Tu-124V                         ;03/08/1965;Russia;2367
Tupolev TU-124V                         ;07/09/1973;Russia;2368
Tupolev TU-134                          ;09/01/1975;East Germany;2369
Tupolev Tu-134                          ;06/20/2011;Russia;2370
Tupolev TU-134A                         ;05/23/1971;Yugoslavia;2371
Tupolev TU-134A / Antonov An-26         ;05/03/1985;Ukraine;2372
Tupolev TU-134A / Tupolev Tu-134A       ;08/11/1979;Russia;2373
Tupolev TU-134B-3                       ;12/05/1995;Azerbaijan;2374
Tupolev Tu-142M3                        ;11/01/2009;Russia;2375
Tupolev TU-144                          ;06/03/1973;France;2376
Tupolev TU-154                          ;02/19/1973;Czechoslovakia;2377
Tupolev TU-154A                         ;06/01/1976;Equatorial Guinea;2378
Tupolev TU-154B                         ;09/30/1975;Lebanon;2379
Tupolev TU-154B-1                       ;08/07/1980;Mauretania;2380
Tupolev TU-154B-2                       ;11/16/1981;Russia;2381
Tupolev Tu-154B-2                       ;01/01/2011;Russia;2382
Tupolev TU-154M                         ;01/03/1994;Siberia;2383
Tupolev Tu-154M                         ;10/04/2001;Russia;2384
Tupolev TU-154M / Boeing B-757-23APF    ;07/01/2002;Germany;2385
Tupolev TU-154M / C-141 Starlifter      ;09/13/1997;Africa;2386
Tupolev TU-154M / Sukhoi Su-24          ;02/08/1993;Iran;2387
Tupolev TU-204-100V                     ;12/29/2012;Russia;2388
UC-64A Noorduyn Norseman                ;12/15/1944;;2389
UH-60 Black Hawk / UH-60 Black Hawk     ;11/15/2003;Iraq;2390
UH-60 Blackhawk helilcopter             ;08/22/2007;Iraq;2391
UH-60L Black Hawk                       ;01/07/2006;Iraq;2392
Unknown / Unknown                       ;08/24/1938;Japan;2393
Urocopter AS350 B2                      ;03/18/2014;Washington;2394
V6 (airship)                            ;02/05/1938;Russia;2395
VC-Viking                               ;12/15/1953;Egypt;2396
VEB 14P                                 ;06/16/1963;Hungary;2397
Vickers 604 Viking 1B                   ;03/27/1948;Corsica;2398
Vickers 610 Viking 1B                   ;01/06/1948;England;2399
Vickers 610 Viking-1B                   ;10/31/1950;England;2400
Vickers 614 Viking 1                    ;02/16/1952;Italy;2401
Vickers 615 Viking 1B                   ;01/11/1957;Argentina;2402
Vickers 616 Viking 1B                   ;03/29/1953;Tanganyika;2403
Vickers 620 Viking 1                    ;11/30/1946;Argentina;2404
Vickers 621 Viking 1                    ;09/02/1958;England;2405
Vickers 628 Viking 1B                   ;02/08/1949;Denmark;2406
Vickers 634 Viking                      ;09/15/1954;Egypt;2407
Vickers 634 Viking 1B                   ;08/24/1960;Greece;2408
Vickers 639 Viking 1                    ;05/08/1951;France;2409
Vickers 708 Viscount                    ;12/12/1956;France;2410
Vickers 720 Viscount                    ;10/31/1954;Australia;2411
Vickers 74 Vulcan                       ;07/13/1928;England;2412
Vickers 757 Viscount                    ;10/10/1962;Quebec;2413
Vickers 785D Viscount                   ;12/21/1959;Italy;2414
Vickers 798D Viscount                   ;07/27/1992;Mexico;2415
Vickers 802 Viscount                    ;10/23/1957;Ireland;2416
Vickers 804 Viscount                    ;08/20/1965;Belgium;2417
Vickers 813 Viscount                    ;02/25/1994;England;2418
Vickers 815 Viscount                    ;08/14/1959;Pakistan;2419
Vickers 828 Viscount                    ;11/19/1962;Japan;2420
Vickers 837 Viscount                    ;07/31/1975;Taiwan;2421
Vickers 952F Vanguard                   ;02/06/1989;France;2422
Vickers Valetta                         ;01/06/1954;England;2423
Vickers Valetta C-1                     ;07/12/1951;England;2424
Vickers Valetta C-Mk.1                  ;04/17/1957;Jordan;2425
Vickers Valetta Mk1 / Avero Lancaster   ;01/15/1953;Italy;2426
Vickers Valetta T-3                     ;05/07/1953;England;2427
Vickers Vanguard 951                    ;10/27/1965;England;2428
Vickers Vanguard 952                    ;04/10/1973; Switzerland;2429
Vickers Viking 1B                       ;05/01/1957;Hants;2430
Vickers Viking 1B & Soviet YAK-3 fighter;04/05/1948;Germany;2431
Vickers Viking 3B                       ;08/09/1961;Norway;2432
Vickers Viking 610-1B                   ;01/05/1953;Northern Ireland;2433
Vickers Viscount                        ;07/09/1956;Michigan;2434
Vickers Viscount 701                    ;03/14/1957;England;2435
Vickers Viscount 701C                   ;10/22/1958;Italy;2436
Vickers Viscount 708                    ;08/12/1963;France;2437
Vickers Viscount 710C                   ;09/04/1964;Brazil;2438
Vickers Viscount 720                    ;11/30/1961;NSW;2439
Vickers Viscount 724                    ;10/27/1972;Loire;2440
Vickers Viscount 739A                   ;08/09/1968;Germany;2441
Vickers Viscount 739B                   ;09/29/1960;Italy;2442
Vickers Viscount 745D                   ;04/06/1958;Michigan;2443
Vickers Viscount 745D / T-33A           ;05/20/1958;Maryland;2444
Vickers Viscount 748D                   ;08/09/1958;Libya;2445
Vickers Viscount 749                    ;01/25/1971;Venezuela;2446
Vickers Viscount 754D / Douglas C-47    ;02/01/1963;Turkey;2447
Vickers Viscount 755D                   ;11/01/1958;Cuba;2448
Vickers Viscount 759D                   ;04/14/1963;Norway;2449
Vickers Viscount 763                    ;03/05/1959;Nicaragua;2450
Vickers Viscount 764 D                  ;12/29/1977;Ecuador;2451
Vickers Viscount 764D                   ;09/04/1977;Ecuador;2452
Vickers Viscount 768D                   ;09/11/1963;India;2453
Vickers Viscount 781D                   ;06/06/1997;Congo;2454
Vickers Viscount 782D                   ;09/03/1978;Rhodesia (Zimbabwe);2455
Vickers Viscount 785D                   ;03/28/1964;Italy;2456
Vickers Viscount 794D                   ;02/17/1959;Surrey;2457
Vickers Viscount 803                    ;03/24/1968;Ireland;2458
Vickers Viscount 804                    ;12/19/1962;Poland;2459
Vickers Viscount 812                    ;01/29/1963;Missouri;2460
Vickers Viscount 816                    ;07/24/1992; Indonesia;2461
Vickers Viscount 818                    ;03/13/1967;South Africa;2462
Vickers Viscount 827 / Fokker T-21      ;12/22/1959;Brazil;2463
Vickers Viscount 828                    ;11/10/1971;Indonesia;2464
Vickers Viscount 832                    ;09/22/1966;Australia;2465
Vickers Viscount 837                    ;09/26/1960;Russia;2466
Vickers Viscount 838                    ;01/15/1977;Sweden;2467
Vickers Wellington bomber               ;04/05/1946;Malta;2468
Volpar C45G                             ;07/24/1973;HI;2469
Vultee V-1                              ;01/29/1936;Texas;2470
Waco, model YLC                         ;08/15/1935;Wyoming;2471
Wapiti                                  ;01/08/1935;Pakistan;2472
Westland Sea King HC-4 (helicopter)     ;05/19/1982;;2473
Wibault 280                             ;08/02/1936;France;2474
Wibault 282T-12                         ;05/09/1934;;2475
Wibault 283-T12                         ;12/24/1937;Czechoslovakia;2476
Wright Byplane                          ;09/07/1909;France;2477
Wright Flyer III                        ;09/17/1908;Virginia;2478
Xian MA-60                              ;05/07/2011;Indonesia;2479
Xian Yunshuji Y-7-100C                  ;05/12/1998;Mauritania;2480
Yakovlev 40                             ;12/14/1974;Uzbekistan;2481
Yakovlev 40D                            ;07/17/1994;Democratic Republic Congo;2482
Yakovlev 42D                            ;05/26/2003;Turkey;2483
Yakovlev YAK-40                         ;09/03/1970;USSR;2484
Yakovlev Yak-40                         ;10/22/1975;Russia;2485
Yakovlev YAK-40                         ;03/30/1977;Russia;2486
Yakovlev YAK-40 / Mil Mi-8              ;09/18/1981;Russian;2487
Yakovlev YAK-42                         ;06/28/1982;USSR;2488
Yakovlev YAK-42D                        ;07/31/1992;Jiangsu;2489
Yunshuji Y-12                           ;05/18/2005;Zambia;2490
Yunshuji Y-12-II                        ;12/13/1993;Laos;2491
Yunshuji Y-8D                           ;08/15/2002;Sri Lanka;2492
Zeppelin Dixmunde (airship)             ;12/23/1923;;2493
Zeppelin L-1 (airship)                  ;09/09/1913;;2494
Zeppelin L-10 (airship)                 ;09/03/1915;Germany;2495
Zeppelin L-2 (airship)                  ;10/17/1913;Germany;2496
Zeppelin L-22 (airship)                 ;05/14/1917;North Sea;2497
Zeppelin L-23 (airship)                 ;08/21/1917;;2498
Zeppelin L-31 (airship)                 ;10/01/1916;England;2499
Zeppelin L-32 (airship)                 ;09/24/1916;England;2500
Zeppelin L-34 (airship)                 ;11/28/1916;England;2501
Zeppelin L-43 (airship)                 ;06/14/1917;North Sea;2502
Zeppelin L-44 (airship)                 ;10/20/1917;France;2503
Zeppelin L-53 (airship)                 ;08/11/1918;North Sea;2504
Zeppelin L-59 (airship)                 ;04/07/1918;;2505
Zeppelin L-70 (airship)                 ;05/10/1918;Germany;2506
Zeppelin L-8 (airship)                  ;03/05/1915;Belgium;2507
Zeppelin LZ-129                         ;05/06/1937;New Jersey;2508
Zepplin LZ-95 (air ship)                ;06/17/1917;England;2509
